#    L    TT             EE             BB             TE             PP             TP             EP          
  1012   0.101190E+04   0.428820E+02   0.987129E-04  -0.416921E+02   0.658331E-08   0.191618E-05   0.681638E-06
  1013   0.101146E+04   0.427501E+02   0.985584E-04  -0.430450E+02   0.657284E-08   0.189322E-05   0.680151E-06
  1014   0.101115E+04   0.426113E+02   0.983975E-04  -0.443823E+02   0.656240E-08   0.184769E-05   0.675814E-06
  1015   0.101096E+04   0.424676E+02   0.982471E-04  -0.457030E+02   0.655198E-08   0.182905E-05   0.676321E-06
  1016   0.101089E+04   0.423165E+02   0.980885E-04  -0.470066E+02   0.654158E-08   0.179138E-05   0.674634E-06
  1017   0.101095E+04   0.421603E+02   0.979414E-04  -0.482942E+02   0.653121E-08   0.176110E-05   0.670176E-06
  1018   0.101114E+04   0.419968E+02   0.977844E-04  -0.495653E+02   0.652086E-08   0.172809E-05   0.669647E-06
  1019   0.101146E+04   0.418286E+02   0.976398E-04  -0.508216E+02   0.651054E-08   0.170308E-05   0.668015E-06
  1020   0.101190E+04   0.416540E+02   0.974836E-04  -0.520625E+02   0.650025E-08   0.166979E-05   0.663729E-06
  1021   0.101247E+04   0.414755E+02   0.973407E-04  -0.532885E+02   0.648998E-08   0.163335E-05   0.662499E-06
  1022   0.101315E+04   0.412913E+02   0.971851E-04  -0.544979E+02   0.647973E-08   0.160979E-05   0.661108E-06
  1023   0.101394E+04   0.411037E+02   0.970431E-04  -0.556909E+02   0.646951E-08   0.157032E-05   0.657318E-06
  1024   0.101483E+04   0.409104E+02   0.968885E-04  -0.568647E+02   0.645931E-08   0.154532E-05   0.655281E-06
  1025   0.101584E+04   0.407134E+02   0.967462E-04  -0.580195E+02   0.644914E-08   0.150892E-05   0.654429E-06
  1026   0.101694E+04   0.405105E+02   0.965931E-04  -0.591532E+02   0.643899E-08   0.148402E-05   0.650795E-06
  1027   0.101815E+04   0.403035E+02   0.964489E-04  -0.602665E+02   0.642886E-08   0.144561E-05   0.648294E-06
  1028   0.101946E+04   0.400903E+02   0.962979E-04  -0.613577E+02   0.641877E-08   0.142506E-05   0.647475E-06
  1029   0.102088E+04   0.398728E+02   0.961501E-04  -0.624286E+02   0.640869E-08   0.139180E-05   0.644357E-06
  1030   0.102239E+04   0.396494E+02   0.960015E-04  -0.634778E+02   0.639864E-08   0.135935E-05   0.640858E-06
  1031   0.102401E+04   0.394220E+02   0.958486E-04  -0.645071E+02   0.638862E-08   0.133461E-05   0.640377E-06
  1032   0.102572E+04   0.391894E+02   0.957028E-04  -0.655151E+02   0.637862E-08   0.130386E-05   0.637210E-06
  1033   0.102753E+04   0.389533E+02   0.955439E-04  -0.665034E+02   0.636864E-08   0.127977E-05   0.632937E-06
  1034   0.102942E+04   0.387126E+02   0.954003E-04  -0.674698E+02   0.635869E-08   0.124566E-05   0.632437E-06
  1035   0.103141E+04   0.384690E+02   0.952354E-04  -0.684158E+02   0.634876E-08   0.122663E-05   0.629381E-06
  1036   0.103347E+04   0.382210E+02   0.950931E-04  -0.693392E+02   0.633885E-08   0.119059E-05   0.624193E-06
  1037   0.103562E+04   0.379705E+02   0.949229E-04  -0.702406E+02   0.632897E-08   0.117054E-05   0.623668E-06
  1038   0.103785E+04   0.377155E+02   0.947800E-04  -0.711181E+02   0.631911E-08   0.114363E-05   0.620689E-06
  1039   0.104016E+04   0.374580E+02   0.946061E-04  -0.719726E+02   0.630927E-08   0.111901E-05   0.615156E-06
  1040   0.104253E+04   0.371961E+02   0.944601E-04  -0.728020E+02   0.629946E-08   0.109345E-05   0.614178E-06
  1041   0.104498E+04   0.369314E+02   0.942847E-04  -0.736077E+02   0.628967E-08   0.107117E-05   0.611282E-06
  1042   0.104750E+04   0.366637E+02   0.941326E-04  -0.743895E+02   0.627991E-08   0.104842E-05   0.606010E-06
  1043   0.105009E+04   0.363906E+02   0.939580E-04  -0.751439E+02   0.627017E-08   0.101798E-05   0.604126E-06
  1044   0.105274E+04   0.361159E+02   0.937971E-04  -0.758757E+02   0.626045E-08   0.100100E-05   0.601460E-06
  1045   0.105545E+04   0.358361E+02   0.936251E-04  -0.765801E+02   0.625075E-08   0.970483E-06   0.596212E-06
  1046   0.105823E+04   0.355550E+02   0.934532E-04  -0.772624E+02   0.624108E-08   0.952564E-06   0.593665E-06
  1047   0.106106E+04   0.352691E+02   0.932849E-04  -0.779166E+02   0.623143E-08   0.924568E-06   0.591070E-06
  1048   0.106395E+04   0.349821E+02   0.931013E-04  -0.785486E+02   0.622180E-08   0.905917E-06   0.586150E-06
  1049   0.106689E+04   0.346909E+02   0.929365E-04  -0.791527E+02   0.621220E-08   0.878125E-06   0.582786E-06
  1050   0.106988E+04   0.343989E+02   0.927417E-04  -0.797342E+02   0.620262E-08   0.855223E-06   0.580473E-06
  1051   0.107292E+04   0.341029E+02   0.925787E-04  -0.802876E+02   0.619306E-08   0.837700E-06   0.575642E-06
  1052   0.107601E+04   0.338065E+02   0.923749E-04  -0.808182E+02   0.618352E-08   0.811721E-06   0.571678E-06
  1053   0.107913E+04   0.335065E+02   0.922109E-04  -0.813201E+02   0.617401E-08   0.793866E-06   0.569348E-06
  1054   0.108230E+04   0.332061E+02   0.920014E-04  -0.817991E+02   0.616452E-08   0.767297E-06   0.564938E-06
  1055   0.108550E+04   0.329024E+02   0.918323E-04  -0.822491E+02   0.615505E-08   0.753465E-06   0.559995E-06
  1056   0.108875E+04   0.325986E+02   0.916210E-04  -0.826759E+02   0.614561E-08   0.725598E-06   0.558047E-06
  1057   0.109201E+04   0.322917E+02   0.914429E-04  -0.830737E+02   0.613619E-08   0.711993E-06   0.553529E-06
  1058   0.109532E+04   0.319848E+02   0.912337E-04  -0.834481E+02   0.612679E-08   0.686094E-06   0.548189E-06
  1059   0.109864E+04   0.316752E+02   0.910431E-04  -0.837931E+02   0.611741E-08   0.668083E-06   0.546326E-06
  1060   0.110199E+04   0.313656E+02   0.908390E-04  -0.841148E+02   0.610806E-08   0.649783E-06   0.541863E-06
  1061   0.110536E+04   0.310535E+02   0.906337E-04  -0.844070E+02   0.609873E-08   0.631413E-06   0.536456E-06
  1062   0.110876E+04   0.307418E+02   0.904360E-04  -0.846758E+02   0.608942E-08   0.611992E-06   0.534338E-06
  1063   0.111216E+04   0.304278E+02   0.902158E-04  -0.849154E+02   0.608013E-08   0.591342E-06   0.529260E-06
  1064   0.111559E+04   0.301142E+02   0.900239E-04  -0.851315E+02   0.607087E-08   0.580975E-06   0.524508E-06
  1065   0.111902E+04   0.297988E+02   0.897907E-04  -0.853184E+02   0.606162E-08   0.556359E-06   0.521806E-06
  1066   0.112247E+04   0.294840E+02   0.896019E-04  -0.854820E+02   0.605240E-08   0.546868E-06   0.516426E-06
  1067   0.112591E+04   0.291675E+02   0.893594E-04  -0.856163E+02   0.604320E-08   0.526385E-06   0.512142E-06
  1068   0.112937E+04   0.288519E+02   0.891695E-04  -0.857276E+02   0.603402E-08   0.510992E-06   0.509054E-06
  1069   0.113282E+04   0.285350E+02   0.889229E-04  -0.858098E+02   0.602486E-08   0.494213E-06   0.503225E-06
  1070   0.113628E+04   0.282191E+02   0.887267E-04  -0.858690E+02   0.601573E-08   0.480350E-06   0.499479E-06
  1071   0.113973E+04   0.279022E+02   0.884815E-04  -0.858995E+02   0.600662E-08   0.464990E-06   0.495892E-06
  1072   0.114319E+04   0.275865E+02   0.882741E-04  -0.859072E+02   0.599752E-08   0.446342E-06   0.489800E-06
  1073   0.114662E+04   0.272702E+02   0.880353E-04  -0.858862E+02   0.598845E-08   0.434921E-06   0.486423E-06
  1074   0.115006E+04   0.269552E+02   0.878131E-04  -0.858428E+02   0.597940E-08   0.414111E-06   0.482557E-06
  1075   0.115347E+04   0.266398E+02   0.875836E-04  -0.857710E+02   0.597037E-08   0.406902E-06   0.475918E-06
  1076   0.115688E+04   0.263260E+02   0.873451E-04  -0.856769E+02   0.596136E-08   0.385356E-06   0.473178E-06
  1077   0.116026E+04   0.260121E+02   0.871258E-04  -0.855549E+02   0.595238E-08   0.375462E-06   0.468713E-06
  1078   0.116363E+04   0.257000E+02   0.868720E-04  -0.854108E+02   0.594341E-08   0.360275E-06   0.462002E-06
  1079   0.116697E+04   0.253881E+02   0.866612E-04  -0.852392E+02   0.593447E-08   0.348466E-06   0.459384E-06
  1080   0.117030E+04   0.250781E+02   0.863957E-04  -0.850458E+02   0.592555E-08   0.333758E-06   0.454731E-06
  1081   0.117359E+04   0.247686E+02   0.861891E-04  -0.848253E+02   0.591665E-08   0.321769E-06   0.448130E-06
  1082   0.117687E+04   0.244612E+02   0.859177E-04  -0.845833E+02   0.590777E-08   0.308135E-06   0.445473E-06
  1083   0.118010E+04   0.241546E+02   0.857096E-04  -0.843149E+02   0.589891E-08   0.294556E-06   0.440300E-06
  1084   0.118331E+04   0.238503E+02   0.854388E-04  -0.840253E+02   0.589007E-08   0.288733E-06   0.434259E-06
  1085   0.118647E+04   0.235470E+02   0.852232E-04  -0.837096E+02   0.588125E-08   0.268527E-06   0.431136E-06
  1086   0.118961E+04   0.232462E+02   0.849596E-04  -0.833733E+02   0.587245E-08   0.263689E-06   0.425680E-06
  1087   0.119270E+04   0.229468E+02   0.847312E-04  -0.830114E+02   0.586368E-08   0.249086E-06   0.420083E-06
  1088   0.119576E+04   0.226499E+02   0.844798E-04  -0.826293E+02   0.585493E-08   0.238167E-06   0.416597E-06
  1089   0.119876E+04   0.223547E+02   0.842356E-04  -0.822222E+02   0.584619E-08   0.229934E-06   0.410808E-06
  1090   0.120174E+04   0.220623E+02   0.839986E-04  -0.817953E+02   0.583748E-08   0.220923E-06   0.405678E-06
  1091   0.120465E+04   0.217717E+02   0.837386E-04  -0.813442E+02   0.582879E-08   0.208604E-06   0.401839E-06
  1092   0.120753E+04   0.214841E+02   0.835154E-04  -0.808738E+02   0.582011E-08   0.202661E-06   0.395796E-06
  1093   0.121034E+04   0.211986E+02   0.832425E-04  -0.803796E+02   0.581146E-08   0.195484E-06   0.391067E-06
  1094   0.121311E+04   0.209163E+02   0.830295E-04  -0.798668E+02   0.580283E-08   0.179711E-06   0.386980E-06
  1095   0.121582E+04   0.206363E+02   0.827493E-04  -0.793310E+02   0.579421E-08   0.179940E-06   0.380583E-06
  1096   0.121848E+04   0.203596E+02   0.825405E-04  -0.787769E+02   0.578562E-08   0.165143E-06   0.376379E-06
  1097   0.122108E+04   0.200854E+02   0.822602E-04  -0.782007E+02   0.577705E-08   0.159294E-06   0.371830E-06
  1098   0.122362E+04   0.198148E+02   0.820490E-04  -0.776068E+02   0.576849E-08   0.153227E-06   0.365323E-06
  1099   0.122609E+04   0.195469E+02   0.817760E-04  -0.769915E+02   0.575996E-08   0.145366E-06   0.361353E-06
  1100   0.122851E+04   0.192827E+02   0.815560E-04  -0.763592E+02   0.575145E-08   0.134005E-06   0.356642E-06
  1101   0.123086E+04   0.190215E+02   0.812966E-04  -0.757063E+02   0.574296E-08   0.131823E-06   0.349771E-06
  1102   0.123315E+04   0.187640E+02   0.810635E-04  -0.750370E+02   0.573449E-08   0.123562E-06   0.346259E-06
  1103   0.123536E+04   0.185098E+02   0.808213E-04  -0.743480E+02   0.572603E-08   0.113376E-06   0.341169E-06
  1104   0.123752E+04   0.182595E+02   0.805735E-04  -0.736432E+02   0.571760E-08   0.115327E-06   0.334400E-06
  1105   0.123960E+04   0.180127E+02   0.803491E-04  -0.729196E+02   0.570919E-08   0.100366E-06   0.330936E-06
  1106   0.124161E+04   0.177699E+02   0.800885E-04  -0.721809E+02   0.570079E-08   0.990288E-07   0.325565E-06
  1107   0.124354E+04   0.175307E+02   0.798789E-04  -0.714242E+02   0.569242E-08   0.940807E-07   0.319218E-06
  1108   0.124541E+04   0.172957E+02   0.796104E-04  -0.706532E+02   0.568406E-08   0.883885E-07   0.315411E-06
  1109   0.124719E+04   0.170646E+02   0.794104E-04  -0.698652E+02   0.567573E-08   0.812373E-07   0.309831E-06
  1110   0.124891E+04   0.168377E+02   0.791408E-04  -0.690635E+02   0.566741E-08   0.811200E-07   0.303852E-06
  1111   0.125054E+04   0.166149E+02   0.789434E-04  -0.682457E+02   0.565911E-08   0.744464E-07   0.299778E-06
  1112   0.125210E+04   0.163965E+02   0.786803E-04  -0.674151E+02   0.565084E-08   0.720742E-07   0.293965E-06
  1113   0.125357E+04   0.161822E+02   0.784789E-04  -0.665693E+02   0.564258E-08   0.714130E-07   0.288374E-06
  1114   0.125497E+04   0.159726E+02   0.782290E-04  -0.657114E+02   0.563434E-08   0.618534E-07   0.284060E-06
  1115   0.125628E+04   0.157672E+02   0.780184E-04  -0.648394E+02   0.562612E-08   0.668750E-07   0.277977E-06
  1116   0.125752E+04   0.155665E+02   0.777859E-04  -0.639559E+02   0.561792E-08   0.597934E-07   0.272805E-06
  1117   0.125866E+04   0.153703E+02   0.775637E-04  -0.630594E+02   0.560974E-08   0.590305E-07   0.268180E-06
  1118   0.125973E+04   0.151789E+02   0.773500E-04  -0.621522E+02   0.560158E-08   0.583271E-07   0.262027E-06
  1119   0.126071E+04   0.149921E+02   0.771172E-04  -0.612329E+02   0.559343E-08   0.558083E-07   0.257109E-06
  1120   0.126160E+04   0.148102E+02   0.769201E-04  -0.603039E+02   0.558531E-08   0.505416E-07   0.252366E-06
  1121   0.126243E+04   0.146333E+02   0.766802E-04  -0.593659E+02   0.557720E-08   0.550400E-07   0.246035E-06
  1122   0.126313E+04   0.144608E+02   0.764953E-04  -0.584144E+02   0.556912E-08   0.518298E-07   0.241454E-06
  1123   0.126378E+04   0.142937E+02   0.762544E-04  -0.574569E+02   0.556105E-08   0.450355E-07   0.236521E-06
  1124   0.126431E+04   0.141311E+02   0.760753E-04  -0.564877E+02   0.555300E-08   0.541693E-07   0.229979E-06
  1125   0.126478E+04   0.139740E+02   0.758402E-04  -0.555128E+02   0.554497E-08   0.443877E-07   0.225766E-06
  1126   0.126513E+04   0.138216E+02   0.756607E-04  -0.545273E+02   0.553696E-08   0.471263E-07   0.220528E-06
  1127   0.126542E+04   0.136747E+02   0.754373E-04  -0.535369E+02   0.552897E-08   0.503526E-07   0.214042E-06
  1128   0.126559E+04   0.135326E+02   0.752526E-04  -0.525369E+02   0.552099E-08   0.468011E-07   0.209892E-06
  1129   0.126570E+04   0.133960E+02   0.750449E-04  -0.515330E+02   0.551303E-08   0.443764E-07   0.204593E-06
  1130   0.126569E+04   0.132644E+02   0.748526E-04  -0.505205E+02   0.550510E-08   0.537790E-07   0.198259E-06
  1131   0.126562E+04   0.131383E+02   0.746616E-04  -0.495048E+02   0.549717E-08   0.474289E-07   0.194085E-06
  1132   0.126542E+04   0.130172E+02   0.744621E-04  -0.484817E+02   0.548927E-08   0.477036E-07   0.188551E-06
  1133   0.126516E+04   0.129017E+02   0.742862E-04  -0.474562E+02   0.548139E-08   0.550149E-07   0.182626E-06
  1134   0.126479E+04   0.127914E+02   0.740827E-04  -0.464243E+02   0.547352E-08   0.493346E-07   0.178182E-06
  1135   0.126434E+04   0.126866E+02   0.739178E-04  -0.453909E+02   0.546567E-08   0.557857E-07   0.172542E-06
  1136   0.126378E+04   0.125871E+02   0.737150E-04  -0.443522E+02   0.545784E-08   0.571522E-07   0.166924E-06
  1137   0.126315E+04   0.124931E+02   0.735559E-04  -0.433127E+02   0.545003E-08   0.581544E-07   0.162306E-06
  1138   0.126240E+04   0.124044E+02   0.733593E-04  -0.422691E+02   0.544223E-08   0.606496E-07   0.156571E-06
  1139   0.126159E+04   0.123213E+02   0.732007E-04  -0.412255E+02   0.543446E-08   0.655940E-07   0.151214E-06
  1140   0.126066E+04   0.122436E+02   0.730148E-04  -0.401789E+02   0.542670E-08   0.655034E-07   0.146469E-06
  1141   0.125966E+04   0.121714E+02   0.728531E-04  -0.391330E+02   0.541896E-08   0.725812E-07   0.140658E-06
  1142   0.125854E+04   0.121046E+02   0.726804E-04  -0.380852E+02   0.541123E-08   0.754389E-07   0.135585E-06
  1143   0.125736E+04   0.120434E+02   0.725142E-04  -0.370390E+02   0.540353E-08   0.759820E-07   0.130723E-06
  1144   0.125606E+04   0.119876E+02   0.723546E-04  -0.359919E+02   0.539584E-08   0.870922E-07   0.124850E-06
  1145   0.125469E+04   0.119373E+02   0.721850E-04  -0.349472E+02   0.538817E-08   0.846627E-07   0.120074E-06
  1146   0.125321E+04   0.118925E+02   0.720362E-04  -0.339027E+02   0.538052E-08   0.907033E-07   0.115082E-06
  1147   0.125166E+04   0.118532E+02   0.718663E-04  -0.328613E+02   0.537289E-08   0.981511E-07   0.109237E-06
  1148   0.125000E+04   0.118194E+02   0.717243E-04  -0.318212E+02   0.536527E-08   0.100331E-06   0.104604E-06
  1149   0.124827E+04   0.117910E+02   0.715583E-04  -0.307850E+02   0.535768E-08   0.102596E-06   0.996175E-07
  1150   0.124643E+04   0.117681E+02   0.714186E-04  -0.297512E+02   0.535009E-08   0.116773E-06   0.937114E-07
  1151   0.124453E+04   0.117506E+02   0.712604E-04  -0.287220E+02   0.534253E-08   0.113589E-06   0.893268E-07
  1152   0.124251E+04   0.117386E+02   0.711193E-04  -0.276962E+02   0.533498E-08   0.118316E-06   0.842118E-07
  1153   0.124043E+04   0.117320E+02   0.709714E-04  -0.266758E+02   0.532745E-08   0.133379E-06   0.784545E-07
  1154   0.123824E+04   0.117307E+02   0.708271E-04  -0.256597E+02   0.531994E-08   0.129492E-06   0.740544E-07
  1155   0.123599E+04   0.117349E+02   0.706900E-04  -0.246499E+02   0.531244E-08   0.138489E-06   0.688712E-07
  1156   0.123363E+04   0.117443E+02   0.705429E-04  -0.236454E+02   0.530496E-08   0.147658E-06   0.633701E-07
  1157   0.123121E+04   0.117591E+02   0.704147E-04  -0.226478E+02   0.529750E-08   0.149956E-06   0.588070E-07
  1158   0.122869E+04   0.117792E+02   0.702671E-04  -0.216565E+02   0.529005E-08   0.155943E-06   0.536153E-07
  1159   0.122610E+04   0.118046E+02   0.701443E-04  -0.206729E+02   0.528262E-08   0.168678E-06   0.482861E-07
  1160   0.122342E+04   0.118352E+02   0.699999E-04  -0.196965E+02   0.527521E-08   0.167681E-06   0.436890E-07
  1161   0.122067E+04   0.118710E+02   0.698782E-04  -0.187286E+02   0.526782E-08   0.178266E-06   0.384288E-07
  1162   0.121782E+04   0.119119E+02   0.697408E-04  -0.177687E+02   0.526044E-08   0.188671E-06   0.333357E-07
  1163   0.121491E+04   0.119580E+02   0.696164E-04  -0.168180E+02   0.525307E-08   0.190540E-06   0.286459E-07
  1164   0.121191E+04   0.120091E+02   0.694886E-04  -0.158763E+02   0.524573E-08   0.203531E-06   0.234180E-07
  1165   0.120885E+04   0.120653E+02   0.693594E-04  -0.149443E+02   0.523840E-08   0.209160E-06   0.185129E-07
  1166   0.120570E+04   0.121265E+02   0.692417E-04  -0.140223E+02   0.523109E-08   0.217050E-06   0.137540E-07
  1167   0.120249E+04   0.121927E+02   0.691080E-04  -0.131107E+02   0.522380E-08   0.227342E-06   0.859025E-08
  1168   0.119918E+04   0.122637E+02   0.689984E-04  -0.122099E+02   0.521652E-08   0.236995E-06   0.381917E-08
  1169   0.119583E+04   0.123396E+02   0.688627E-04  -0.113202E+02   0.520926E-08   0.241261E-06  -0.910873E-09
  1170   0.119238E+04   0.124203E+02   0.687575E-04  -0.104420E+02   0.520201E-08   0.256492E-06  -0.604823E-08
  1171   0.118889E+04   0.125058E+02   0.686237E-04  -0.957550E+01   0.519478E-08   0.260813E-06  -0.106316E-07
  1172   0.118530E+04   0.125959E+02   0.685180E-04  -0.872138E+01   0.518756E-08   0.268806E-06  -0.153580E-07
  1173   0.118167E+04   0.126907E+02   0.683905E-04  -0.787961E+01   0.518037E-08   0.285764E-06  -0.203995E-07
  1174   0.117796E+04   0.127900E+02   0.682799E-04  -0.705092E+01   0.517319E-08   0.286337E-06  -0.248605E-07
  1175   0.117419E+04   0.128939E+02   0.681620E-04  -0.623520E+01   0.516602E-08   0.297519E-06  -0.295804E-07
  1176   0.117035E+04   0.130021E+02   0.680436E-04  -0.543328E+01   0.515887E-08   0.312038E-06  -0.344864E-07
  1177   0.116646E+04   0.131148E+02   0.679364E-04  -0.464491E+01   0.515174E-08   0.316475E-06  -0.389306E-07
  1178   0.116249E+04   0.132318E+02   0.678100E-04  -0.387102E+01   0.514462E-08   0.324654E-06  -0.435796E-07
  1179   0.115848E+04   0.133531E+02   0.677118E-04  -0.311122E+01   0.513752E-08   0.341770E-06  -0.483790E-07
  1180   0.115440E+04   0.134785E+02   0.675799E-04  -0.236657E+01   0.513044E-08   0.343400E-06  -0.527864E-07
